Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Family structure,M1E,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,4600.0
Family structure,M1E,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,3040.0
Family structure,M1E,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,4170.0
Family structure,M1E,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,565.0
Family structure,M1E,  Non-family household,Total number of private households,  Non-family household,,,,,3615.0
Family structure,M1E,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,11370.0
Family structure,M1E,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,320.0
Family structure,M1E,Number of persons in private households,Number of persons in private households,,,,,,42780.0
Family structure,M1E,Average number of persons per household,Average number of persons per household,,,,,,2.8
Family structure,M1E,Total number of census families,Total number of census families,,,,,,12015.0
Family structure,M1E,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,4975.0
Family structure,M1E,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,3150.0
Family structure,M1E,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,2705.0
Family structure,M1E,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,1185.0
Family structure,M1E,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,9555.0
Family structure,M1E,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,8880.0
Family structure,M1E,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,3250.0
Family structure,M1E,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,5630.0
Family structure,M1E,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,2235.0
Family structure,M1E,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,2330.0
Family structure,M1E,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,1070.0
Family structure,M1E,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,675.0
Family structure,M1E,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,370.0
Family structure,M1E,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,305.0
Family structure,M1E,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,175.0
Family structure,M1E,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,100.0
Family structure,M1E,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,30.0
Family structure,M1E,Total lone-parent families,Total lone-parent families,,,,,,2460.0
Family structure,M1E,  Male parent,Total lone-parent families,  Male parent,,,,,285.0
Family structure,M1E,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,135.0
Family structure,M1E,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,100.0
Family structure,M1E,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,50.0
Family structure,M1E,  Female parent,Total lone-parent families,  Female parent,,,,,2170.0
Family structure,M1E,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,1220.0
Family structure,M1E,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,640.0
Family structure,M1E,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,315.0
Family structure,M1E,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,14840.0
Family structure,M1E,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,3465.0
Family structure,M1E,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,4740.0
Family structure,M1E,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,1620.0
Family structure,M1E,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,3510.0
Family structure,M1E,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,1500.0
Family structure,M1E,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.2
Family structure,M1E,Total number of persons in private households,Total number of persons in private households,,,,,,42785.0
Family structure,M1E,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,6370.0
Family structure,M1E,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,1925.0
Family structure,M1E,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,1515.0
